,nome,partido,uf,ano,pla,par,vnp,dp,pp,aup,aNj,pcom,ajcom,aNjcom
286,WALDENOR ALVES PEREIRA FILHO,PT,BA,2021,267,4,714,9,126,6,0,148,3,98
287,WALDENOR ALVES PEREIRA FILHO,PT,BA,2022,77,9,329,11,67,7,1,26,2,13
288, CELIO STUDART BARBOSA,PSD,CE,2019,369,7,322,66,113,0,0,112,0,26
289, CELIO STUDART BARBOSA,PSD,CE,2020,182,0,394,4,101,1,0,80,3,30
290,AGRIPINO RODRIGUES GOMES MAGALHÃES,UNIÃO,CE,2019,0,0,0,0,0,0,0,0,0,0
291,AGRIPINO RODRIGUES GOMES MAGALHÃES,UNIÃO,CE,2020,2,0,38,1,20,0,0,4,0,0
292,AGRIPINO RODRIGUES GOMES MAGALHÃES,UNIÃO,CE,2021,0,0,0,0,0,0,0,4,0,0
293,AGRIPINO RODRIGUES GOMES MAGALHÃES,UNIÃO,CE,2022,1,0,57,2,24,0,0,4,0,0
294,ANDRE PEIXOTO FIGUEIREDO LIMA,PDT,CE,2019,533,19,323,80,108,5,0,190,7,87
295,ANDRE PEIXOTO FIGUEIREDO LIMA,PDT,CE,2020,363,1,394,103,101,1,0,249,7,42
296,ANDRE PEIXOTO FIGUEIREDO LIMA,PDT,CE,2021,329,47,762,32,132,0,0,249,7,43
297,ANDRE PEIXOTO FIGUEIREDO LIMA,PDT,CE,2022,412,13,346,33,70,5,0,58,7,18
298,ANTONIO IDILVAN DE LIMA ALENCAR,PDT,CE,2019,144,1,300,12,109,4,0,233,6,14
299,ANTONIO IDILVAN DE LIMA ALENCAR,PDT,CE,2020,75,0,394,26,99,2,1,195,4,27
300,ANTONIO IDILVAN DE LIMA ALENCAR,PDT,CE,2021,89,4,762,16,130,0,2,191,4,27
301,ANTONIO IDILVAN DE LIMA ALENCAR,PDT,CE,2022,20,1,338,7,69,4,2,19,4,14
302,ANTONIO JOSE AGUIAR ALBUQUERQUE,PP,CE,2019,178,0,284,1,98,6,9,116,9,28
303,ANTONIO JOSE AGUIAR ALBUQUERQUE,PP,CE,2020,17,1,394,2,100,2,0,51,4,29
304,ANTONIO JOSE AGUIAR ALBUQUERQUE,PP,CE,2021,23,1,750,1,126,0,6,51,4,29
305,ANTONIO JOSE AGUIAR ALBUQUERQUE,PP,CE,2022,24,1,326,1,61,7,7,8,4,6
306,ANTÔNIO LUIZ RODRIGUES MANO JÚNIOR,PL,CE,2019,226,10,287,8,92,17,4,215,20,38
307,ANTÔNIO LUIZ RODRIGUES MANO JÚNIOR,PL,CE,2020,23,1,380,2,94,6,2,69,6,84
308,ANTÔNIO LUIZ RODRIGUES MANO JÚNIOR,PL,CE,2021,48,8,740,0,120,0,12,68,3,82
309,ANTÔNIO LUIZ RODRIGUES MANO JÚNIOR,PL,CE,2022,15,1,271,1,52,7,16,5,3,27
310,CARLOS MAURO BENEVIDES FILHO,PDT,CE,2019,70,1,160,89,70,3,0,36,1,0
311,CARLOS MAURO BENEVIDES FILHO,PDT,CE,2020,38,1,394,75,101,1,0,26,1,0
312,CARLOS MAURO BENEVIDES FILHO,PDT,CE,2021,0,0,122,16,24,0,0,26,1,0
313,CARLOS MAURO BENEVIDES FILHO,PDT,CE,2022,18,0,350,61,72,3,0,26,1,0
314,CELIO STUDART BARBOSA,PSD,CE,2021,166,7,721,9,125,2,5,78,3,28
315,CELIO STUDART BARBOSA,PSD,CE,2022,31,1,307,6,63,3,9,15,3,13
316,DENIS ANDERSON DA ROCHA BEZERRA,PSB,CE,2019,394,5,291,1,109,3,1,209,7,0
317,DENIS ANDERSON DA ROCHA BEZERRA,PSB,CE,2020,202,0,394,9,101,0,1,219,1,10
318,DENIS ANDERSON DA ROCHA BEZERRA,PSB,CE,2021,128,6,428,0,85,0,2,216,1,11
319,DENIS ANDERSON DA ROCHA BEZERRA,PSB,CE,2022,63,2,333,0,71,1,3,60,1,7
320,DOMINGOS GOMES DE AGUIAR NETO,PSD,CE,2019,296,1,254,24,87,23,3,56,17,14
321,DOMINGOS GOMES DE AGUIAR NETO,PSD,CE,2020,19,0,300,8,74,6,0,112,8,27
322,DOMINGOS GOMES DE AGUIAR NETO,PSD,CE,2021,32,21,731,4,125,2,5,112,8,27
323,DOMINGOS GOMES DE AGUIAR NETO,PSD,CE,2022,9,1,309,3,64,6,5,28,6,16
324,EDUARDO HENRIQUE MAIA BISMARCK,PDT,CE,2019,509,57,313,21,104,8,1,271,13,56
325,EDUARDO HENRIQUE MAIA BISMARCK,PDT,CE,2020,216,1,394,35,102,0,0,229,8,24
326,EDUARDO HENRIQUE MAIA BISMARCK,PDT,CE,2021,219,211,762,50,131,1,0,219,8,21
327,EDUARDO HENRIQUE MAIA BISMARCK,PDT,CE,2022,59,11,314,17,64,11,0,52,7,9
328,FRANCISCO DANILO BASTOS FORTE,UNIÃO,CE,2019,0,0,0,0,0,0,0,57,0,9
329,FRANCISCO DANILO BASTOS FORTE,UNIÃO,CE,2020,29,1,213,40,41,0,0,152,3,31
330,FRANCISCO DANILO BASTOS FORTE,UNIÃO ,CE,2021,103,4,744,104,125,0,7,152,3,31
331,FRANCISCO DANILO BASTOS FORTE,UNIÃO,CE,2022,32,2,332,50,69,3,3,35,2,13
332,GENECIAS MATEUS NORONHA,PL,CE,2019,119,0,0,1,72,18,23,82,22,41
333,GENECIAS MATEUS NORONHA,PL,CE,2020,2,0,385,0,93,6,3,87,7,13
334,GENECIAS MATEUS NORONHA,PL,CE,2021,3,0,728,0,121,5,6,87,7,13
335,GENECIAS MATEUS NORONHA,PL,CE,2022,3,0,228,0,43,31,1,0,0,0
336,HEITOR RODRIGO PEREIRA FREIRE,UNIÃO,CE,2019,190,5,0,16,108,5,0,262,18,19
337,HEITOR RODRIGO PEREIRA FREIRE,UNIÃO,CE,2020,75,0,391,10,96,6,0,182,23,38
338,HEITOR RODRIGO PEREIRA FREIRE,UNIÃO ,CE,2021,58,1,726,33,127,5,0,175,23,37
339,HEITOR RODRIGO PEREIRA FREIRE,UNIÃO,CE,2022,33,0,284,14,62,13,0,15,20,23
340,JAZIEL PEREIRA DE SOUZA,PL,CE,2019,72,5,0,33,89,20,4,88,30,81
341,JAZIEL PEREIRA DE SOUZA,PL,CE,2020,26,0,380,3,94,5,3,48,1,119
342,JAZIEL PEREIRA DE SOUZA,PL,CE,2021,72,7,748,5,119,0,13,46,1,117
343,JAZIEL PEREIRA DE SOUZA,PL,CE,2022,42,1,304,6,56,3,16,9,1,20
344,JOSÉ AIRTON FÉLIX CIRILO DA SILVA,PT,CE,2019,187,0,232,36,82,30,1,10,11,48
345,JOSÉ AIRTON FÉLIX CIRILO DA SILVA,PT,CE,2020,173,0,394,21,97,4,1,7,8,63
346,JOSÉ AIRTON FÉLIX CIRILO DA SILVA,PT,CE,2021,209,0,741,31,124,7,1,7,8,64
347,JOSÉ AIRTON FÉLIX CIRILO DA SILVA,PT,CE,2022,68,0,346,11,66,4,5,4,2,12
348,JOSÉ LEÔNIDAS DE MENEZES CRISTINO,PDT,CE,2019,231,0,296,30,106,6,1,245,20,109
349,JOSÉ LEÔNIDAS DE MENEZES CRISTINO,PDT,CE,2020,29,0,388,32,101,0,1,261,5,56
350,JOSÉ LEÔNIDAS DE MENEZES CRISTINO,PDT,CE,2021,43,4,762,65,130,0,2,257,5,57
351,JOSÉ LEÔNIDAS DE MENEZES CRISTINO,PDT,CE,2022,18,1,341,9,68,7,0,32,5,14
352,JOSÉ NOBRE GUIMARÃES,PT,CE,2019,436,9,303,62,106,6,0,199,9,38
353,JOSÉ NOBRE GUIMARÃES,PT,CE,2020,516,1,394,166,99,3,0,167,7,25
354,JOSÉ NOBRE GUIMARÃES,PT,CE,2021,348,2,759,80,130,2,0,165,5,21
355,JOSÉ NOBRE GUIMARÃES,PT,CE,2022,74,1,349,47,70,4,1,21,1,4
356,LUIZIANNE DE OLIVEIRA LINS,PT,CE,2019,203,1,243,4,85,21,7,45,26,63
357,LUIZIANNE DE OLIVEIRA LINS,PT,CE,2020,315,0,372,17,94,6,1,17,10,49
358,LUIZIANNE DE OLIVEIRA LINS,PT,CE,2021,240,1,609,6,95,6,1,17,10,50
359,LUIZIANNE DE OLIVEIRA LINS,PT,CE,2022,86,0,299,1,65,7,3,3,6,10
360,MARCOS ROBERIO RIBEIRO MONTEIRO,PDT,CE,2021,14,0,479,0,92,0,3,129,4,65
361,MARCOS ROBERIO RIBEIRO MONTEIRO,PDT,CE,2020,12,0,392,0,96,3,3,128,4,64
362,MARCOS ROBERIO RIBEIRO MONTEIRO,PDT,CE,2019,165,3,305,0,105,6,2,109,4,28
363,MARCOS ROBERIO RIBEIRO MONTEIRO,PDT,CE,2022,8,0,326,0,65,6,4,32,4,14
364,MOSES HAENDEL MELO RODRIGUES,UNIÃO,CE,2019,257,4,205,10,77,3,5,28,10,93
365,MOSES HAENDEL MELO RODRIGUES,UNIÃO,CE,2020,31,1,392,15,94,3,2,23,8,134
366,MOSES HAENDEL MELO RODRIGUES,UNIÃO,CE,2021,42,2,707,17,115,5,12,23,8,133
367,MOSES HAENDEL MELO RODRIGUES,UNIÃO,CE,2022,8,0,345,4,67,3,5,13,3,21
368,PEDRO AUGUSTO GEROMEL BEZERRA DE MENEZES,PDT,CE,2019,301,3,271,17,102,9,2,220,12,89
369,PEDRO AUGUSTO GEROMEL BEZERRA DE MENEZES,PDT,CE,2020,43,0,394,1,102,0,0,185,15,144
370,PEDRO AUGUSTO GEROMEL BEZERRA DE MENEZES,PDT,CE,2021,49,4,751,2,121,2,9,183,15,145
371,PEDRO AUGUSTO GEROMEL BEZERRA DE MENEZES,PDT,CE,2022,20,0,274,0,53,22,0,8,8,6
372,WAGNER SOUSA GOMES,UNIÃO,CE,2019,340,10,316,75,105,5,3,307,13,51
373,WAGNER SOUSA GOMES,UNIÃO,CE,2020,29,0,356,30,77,2,3,132,6,42
374,WAGNER SOUSA GOMES,UNIÃO,CE,2021,202,21,754,41,128,3,1,127,6,39
375,WAGNER SOUSA GOMES,UNIÃO,CE,2022,3,0,91,2,16,0,0,0,0,1
376,BEATRIZ KICIS TORRENTS DE SORDI,PL,DF,2019,124,18,315,69,108,5,0,198,7,0
377,BEATRIZ KICIS TORRENTS DE SORDI,PL,DF,2020,38,0,394,51,101,1,0,196,3,1
378,BEATRIZ KICIS TORRENTS DE SORDI,PL,DF,2021,125,22,762,27,131,0,1,190,3,2
379,BEATRIZ KICIS TORRENTS DE SORDI,PL,DF,2022,64,8,342,72,72,3,0,42,3,1
380,CELINA LEAO HIZIM FERREIRA,PP,DF,2019,339,1,285,38,88,24,1,150,28,61
381,CELINA LEAO HIZIM FERREIRA,PP,DF,2020,51,0,172,14,44,1,5,123,21,141
382,CELINA LEAO HIZIM FERREIRA,PP,DF,2021,239,35,720,75,117,4,11,122,20,141
383,CELINA LEAO HIZIM FERREIRA,PP,DF,2022,86,6,324,29,58,2,15,16,1,15
384,ÉRIKA JUCÁ KOKAY,PT,DF,2019,774,44,301,452,110,3,0,463,7,10
385,ÉRIKA JUCÁ KOKAY,PT,DF,2020,941,0,394,360,100,1,1,486,2,29
386,ÉRIKA JUCÁ KOKAY,PT,DF,2021,973,38,762,620,132,0,0,487,2,30
387,ÉRIKA JUCÁ KOKAY,PT,DF,2022,122,3,354,524,73,1,1,101,1,12
388,FLÁVIA CAROLINA PÉRES,PL,DF,2019,223,4,292,15,97,15,1,74,17,10
389,FLÁVIA CAROLINA PÉRES,PL,DF,2020,78,1,394,35,99,2,1,8,2,7
390,FLÁVIA CAROLINA PÉRES,PL,DF,2021,7,1,95,0,23,1,1,4,1,3
391,FLÁVIA CAROLINA PÉRES,PL,DF,2022,5,0,199,2,44,5,3,0,1,3
392,ISRAEL MATOS BATISTA,PSB,DF,2019,342,1,309,30,104,4,5,215,2,21
393,ISRAEL MATOS BATISTA,PSB,DF,2020,214,0,394,31,101,1,0,225,1,25
394,ISRAEL MATOS BATISTA,PSB,DF,2021,216,2,762,66,132,0,0,224,1,25
395,ISRAEL MATOS BATISTA,PSB,DF,2022,101,3,344,26,72,2,1,45,0,11
396,JULIO CESAR RIBEIRO,REPUBLICANOS,DF,2019,336,6,296,26,100,13,0,201,18,2
397,JULIO CESAR RIBEIRO,REPUBLICANOS,DF,2020,174,2,394,50,101,1,0,241,9,9
398,JULIO CESAR RIBEIRO,REPUBLICANOS,DF,2021,171,23,762,42,132,0,0,242,9,9
399,JULIO CESAR RIBEIRO,REPUBLICANOS,DF,2022,35,0,354,14,73,2,0,54,6,1
400,LUIS CLAUDIO FERNANDES MIRANDA,REPUBLICANOS,DF,2019,367,35,283,57,99,14,0,362,14,1
401,LUIS CLAUDIO FERNANDES MIRANDA,REPUBLICANOS,DF,2020,164,3,394,139,101,1,0,349,0,1
402,LUIS CLAUDIO FERNANDES MIRANDA,REPUBLICANOS,DF,2021,302,93,760,59,131,1,0,343,0,1
403,LUIS CLAUDIO FERNANDES MIRANDA,REPUBLICANOS,DF,2022,175,41,354,23,74,1,0,47,0,0
404,PAULA MORENO PARO BELMONTE,CIDADANIA,DF,2019,332,3,307,25,100,11,2,466,19,42
405,PAULA MORENO PARO BELMONTE,CIDADANIA,DF,2020,284,1,394,45,98,1,3,461,6,89
406,PAULA MORENO PARO BELMONTE,CIDADANIA,DF,2021,209,18,762,68,130,2,0,453,7,88
407,PAULA MORENO PARO BELMONTE,CIDADANIA,DF,2022,66,5,316,17,70,2,3,56,6,23
408,AMARO NETO,REPUBLICANOS,ES,2019,312,15,324,1,113,0,0,198,0,4
409,AMARO NETO,REPUBLICANOS,ES,2020,9,0,394,0,101,1,0,139,0,8
410,AMARO NETO,REPUBLICANOS,ES,2021,48,7,762,0,131,0,1,135,0,9
411,AMARO NETO,REPUBLICANOS,ES,2022,10,0,354,0,75,0,0,17,0,7
412,DA VITORIA,PP,ES,2019,280,0,309,75,100,10,3,191,10,41
413,DA VITORIA,PP,ES,2020,6,0,367,4,98,4,0,87,1,27
414,DA VITORIA,PP,ES,2021,61,4,761,20,130,1,1,87,0,27
415,DA VITORIA,PP,ES,2022,27,1,354,4,78,0,2,0,0,0
416,DRA. SORAYA MANATO,PTB,ES,2019,145,17,320,171,113,0,0,326,0,88
417,DRA. SORAYA MANATO,PTB,ES,2020,241,0,394,88,101,1,0,418,0,143
418,DRA. SORAYA MANATO,PTB,ES,2021,247,24,762,132,132,0,0,411,0,142
419,DRA. SORAYA MANATO,PTB,ES,2022,92,5,354,137,75,0,0,103,0,46
420,EVAIR VIEIRA DE MELO,PP,ES,2019,220,9,301,78,103,7,3,382,12,26
421,EVAIR VIEIRA DE MELO,PP,ES,2020,100,2,394,96,101,1,0,320,9,55
422,EVAIR VIEIRA DE MELO,PP,ES,2021,174,23,741,72,124,5,3,314,9,53
423,EVAIR VIEIRA DE MELO,PP,ES,2022,61,4,242,12,71,3,1,59,0,3
424,FELIPE RIGONI,UNIÃO,ES,2019,325,22,301,15,103,9,1,276,6,50
425,FELIPE RIGONI,UNIÃO,ES,2020,236,2,394,25,99,1,2,322,8,108
426,FELIPE RIGONI,UNIÃO,ES,2021,218,36,762,16,129,2,1,318,8,107
427,FELIPE RIGONI,UNIÃO,ES,2022,129,10,330,6,69,6,0,76,7,30
428,HELDER SALOMÃO,PT,ES,2019,261,1,0,10,104,9,0,124,9,53
429,HELDER SALOMÃO,PT,ES,2020,365,0,394,43,100,1,1,163,9,25
430,HELDER SALOMÃO,PT,ES,2021,355,20,762,139,132,0,0,162,9,25
431,HELDER SALOMÃO,PT,ES,2022,88,13,348,47,71,3,1,29,9,9
432,LAURIETE,PSC,ES,2019,116,1,308,4,108,4,1,290,2,24
433,LAURIETE,PSC,ES,2020,22,0,394,0,98,3,1,292,6,7
434,LAURIETE,PSC,ES,2021,67,3,750,9,130,2,0,292,6,7
435,LAURIETE,PSC,ES,2022,23,0,333,0,72,3,0,39,2,2
436,NEUCIMAR FRAGA,PP,ES,2019,0,0,0,0,0,0,0,60,0,1
437,NEUCIMAR FRAGA,PP,ES,2020,0,0,0,0,0,0,0,209,2,8
438,NEUCIMAR FRAGA,PP,ES,2021,62,5,760,178,131,0,1,210,2,9
439,NEUCIMAR FRAGA,PP,ES,2022,30,4,343,78,71,1,3,56,0,2
440,NORMA AYUB,PP,ES,2019,135,3,321,2,104,9,0,217,7,40
441,NORMA AYUB,PP,ES,2020,89,0,394,2,97,5,0,225,14,16
442,NORMA AYUB,PP,ES,2021,75,3,756,1,129,3,0,225,14,17
443,NORMA AYUB,PP,ES,2022,43,1,302,2,61,13,1,14,8,2
444,PAULO FOLETTO,PSB,ES,2019,0,0,0,0,1,0,0,0,0,0
445,PAULO FOLETTO,PSB,ES,2020,0,0,0,0,0,0,0,23,5,9
446,PAULO FOLETTO,PSB,ES,2021,0,0,0,0,0,0,0,24,5,10
447,PAULO FOLETTO,PSB,ES,2022,20,1,217,14,44,7,2,24,5,10
448,ADRIANO ANTÔNIO AVELAR,PP,GO,2019,65,3,324,5,112,1,0,129,0,26
449,ADRIANO ANTÔNIO AVELAR,PP,GO,2020,2,0,392,0,101,1,0,105,0,5
450,ADRIANO ANTÔNIO AVELAR,PP,GO,2021,63,3,755,0,130,1,1,105,0,5
451,ADRIANO ANTÔNIO AVELAR,PP,GO,2022,2,0,291,0,67,7,1,6,0,0
452,ALCIDES RIBEIRO FILHO,PL,GO,2019,142,0,0,14,113,0,0,159,2,18
453,ALCIDES RIBEIRO FILHO,PL,GO,2020,12,0,392,1,98,3,1,104,1,71
454,ALCIDES RIBEIRO FILHO,PL,GO,2021,58,8,762,2,132,0,0,103,1,71
455,ALCIDES RIBEIRO FILHO,PL,GO,2022,16,0,343,5,68,0,7,28,0,20
456,ALCIDES RODRIGUES FILHO,PATRIOTA,GO,2019,89,0,299,3,104,8,1,328,9,18
457,ALCIDES RODRIGUES FILHO,PATRIOTA,GO,2020,1,0,340,0,94,8,0,294,0,10
458,ALCIDES RODRIGUES FILHO,PATRIOTA,GO,2021,3,0,747,0,128,1,3,296,0,10
459,ALCIDES RODRIGUES FILHO,PATRIOTA,GO,2022,8,0,340,0,71,0,4,46,0,4
460,CELIO ANTONIO DA SILVEIRA,MDB,GO,2019,384,10,314,27,108,5,0,205,7,34
461,CELIO ANTONIO DA SILVEIRA,MDB,GO,2020,20,0,384,5,100,2,0,239,6,11
462,CELIO ANTONIO DA SILVEIRA,MDB,GO,2021,69,10,750,6,130,2,0,239,6,11
463,CELIO ANTONIO DA SILVEIRA,MDB,GO,2022,32,1,352,2,71,4,0,28,1,2
464,ELIAS VAZ DE ANDRADE,PSB,GO,2019,473,3,0,52,112,0,1,329,2,26
465,ELIAS VAZ DE ANDRADE,PSB,GO,2020,115,0,394,107,101,0,1,270,5,20
466,ELIAS VAZ DE ANDRADE,PSB,GO,2021,269,15,762,29,132,0,0,271,5,20
467,ELIAS VAZ DE ANDRADE,PSB,GO,2022,101,8,304,2,65,9,1,74,5,14
468,FLÁVIA CARREIRO ALBUQUERQUE MORAIS,PDT,GO,2019,253,31,0,4,100,9,4,449,16,2
469,FLÁVIA CARREIRO ALBUQUERQUE MORAIS,PDT,GO,2020,72,3,388,15,99,2,1,470,3,24
470,FLÁVIA CARREIRO ALBUQUERQUE MORAIS,PDT,GO,2021,186,39,747,8,127,2,3,466,3,24
471,FLÁVIA CARREIRO ALBUQUERQUE MORAIS,PDT,GO,2022,119,32,340,2,69,6,0,93,2,1
472,FRANCISCO RODRIGUES VALE JUNIOR,PSD,GO,2019,123,13,0,3,103,9,1,220,11,14
473,FRANCISCO RODRIGUES VALE JUNIOR,PSD,GO,2020,30,0,391,2,96,6,0,165,3,17
474,FRANCISCO RODRIGUES VALE JUNIOR,PSD,GO,2021,75,3,750,4,129,1,2,165,3,18
475,FRANCISCO RODRIGUES VALE JUNIOR,PSD,GO,2022,45,2,341,2,70,3,2,21,2,4
476,GLAUSKSTON BATISTA RIOS,PSC,GO,2019,124,0,0,0,100,13,0,155,23,28
477,GLAUSKSTON BATISTA RIOS,PSC,GO,2020,27,1,387,1,96,5,1,55,3,3
478,GLAUSKSTON BATISTA RIOS,PSC,GO,2021,141,11,756,1,126,3,3,54,2,2
479,GLAUSKSTON BATISTA RIOS,PSC,GO,2022,20,1,301,0,61,7,7,9,2,0
480,JOÃO CAMPOS DE ARAÚJO,REPUBLICANOS,GO,2019,242,5,0,21,86,21,6,198,34,63
481,JOÃO CAMPOS DE ARAÚJO,REPUBLICANOS,GO,2020,42,2,376,19,99,3,0,256,1,46
482,JOÃO CAMPOS DE ARAÚJO,REPUBLICANOS,GO,2021,60,7,750,7,129,1,2,251,0,41
483,JOÃO CAMPOS DE ARAÚJO,REPUBLICANOS,GO,2022,52,9,356,5,78,0,2,53,0,7
484,JOSE MARIO SCHREINER,MDB,GO,2019,173,7,0,9,110,2,1,162,5,38
485,JOSE MARIO SCHREINER,MDB,GO,2020,86,0,394,1,100,1,1,136,1,19
486,JOSE MARIO SCHREINER,MDB,GO,2021,128,15,758,0,131,0,1,136,1,19
487,JOSE MARIO SCHREINER,MDB,GO,2022,46,7,343,1,73,1,1,17,1,18
488,JOSÉ NELTO LAGARES DAS MERCEZ,PP,GO,2019,285,4,0,256,100,13,0,192,13,72
489,JOSÉ NELTO LAGARES DAS MERCEZ,PP,GO,2020,73,1,394,73,99,3,0,94,10,118
490,JOSÉ NELTO LAGARES DAS MERCEZ,PP,GO,2021,125,4,758,116,126,0,6,89,9,119
491,JOSÉ NELTO LAGARES DAS MERCEZ,PP,GO,2022,100,0,335,39,61,8,6,9,6,24
492,LUCAS DE CASTRO SANTOS,SOLIDARIEDADE,GO,2019,188,28,0,8,96,10,7,152,8,128
493,LUCAS DE CASTRO SANTOS,SOLIDARIEDADE,GO,2020,33,2,384,18,101,1,0,118,36,174
494,LUCAS DE CASTRO SANTOS,SOLIDARIEDADE,GO,2021,130,4,745,43,123,9,0,119,38,171
495,LUCAS DE CASTRO SANTOS,SOLIDARIEDADE,GO,2022,69,22,324,6,58,17,0,9,4,50
496,MAGDA MOFATTO HON,PL,GO,2019,124,6,0,1,89,7,17,197,5,69
497,MAGDA MOFATTO HON,PL,GO,2020,16,0,389,1,96,5,1,240,10,84
498,MAGDA MOFATTO HON,PL,GO,2021,62,6,733,1,123,1,8,239,10,84
499,MAGDA MOFATTO HON,PL,GO,2022,20,1,302,0,62,3,10,15,6,34
500,RUBENS OTONI GOMIDE,PT,GO,2019,401,1,0,0,108,0,5,235,1,108
501,RUBENS OTONI GOMIDE,PT,GO,2020,197,0,391,21,99,1,2,146,2,52
502,RUBENS OTONI GOMIDE,PT,GO,2021,153,0,756,5,128,0,4,146,2,51
503,RUBENS OTONI GOMIDE,PT,GO,2022,18,0,329,0,59,5,11,10,2,16
504,VITOR HUGO DE ARAUJO ALMEIDA,PL,GO,2019,45,2,0,47,82,31,0,104,23,52
505,VITOR HUGO DE ARAUJO ALMEIDA,PL,GO,2020,59,0,388,101,93,9,0,187,5,39
506,VITOR HUGO DE ARAUJO ALMEIDA,PL,GO,2021,299,28,758,75,125,7,0,187,5,39
507,VITOR HUGO DE ARAUJO ALMEIDA,PL,GO,2022,23,0,354,1,70,5,0,3,0,0
508,WALDIR SOARES DE OLIVEIRA,UNIÃO,GO,2019,98,13,254,17,92,21,0,89,25,50
509,WALDIR SOARES DE OLIVEIRA,UNIÃO,GO,2020,36,0,394,2,97,5,0,25,5,39
510,WALDIR SOARES DE OLIVEIRA,UNIÃO,GO,2021,23,0,745,0,128,4,0,20,5,32
511,WALDIR SOARES DE OLIVEIRA,UNIÃO,GO,2022,12,1,319,0,69,6,0,6,5,30
512,ZACARIAS CALIL HAMU,UNIÃO,GO,2019,145,8,312,14,112,1,0,371,2,34
513,ZACARIAS CALIL HAMU,UNIÃO,GO,2020,100,0,394,7,101,1,0,517,6,40
514,ZACARIAS CALIL HAMU,UNIÃO,GO,2021,194,54,762,12,132,0,0,509,6,41
515,ZACARIAS CALIL HAMU,UNIÃO,GO,2022,54,16,316,34,65,6,4,67,6,23
516,ALUISIO GUIMARAES MENDES FILHO,PSC,MA,2019,281,13,299,35,103,10,0,180,10,73
517,ALUISIO GUIMARAES MENDES FILHO,PSC,MA,2020,37,1,383,36,93,9,0,246,24,92
518,ALUISIO GUIMARAES MENDES FILHO,PSC,MA,2021,177,9,728,77,125,7,0,242,24,92
519,ALUISIO GUIMARAES MENDES FILHO,PSC,MA,2022,27,4,354,4,74,1,0,59,0,19
520,ANDRE LUIZ CARVALHO RIBEIRO,PP,MA,2019,71,0,225,1,74,39,0,10,0,48
521,ANDRE LUIZ CARVALHO RIBEIRO,PP,MA,2020,5,0,383,0,89,13,0,25,16,121
522,ANDRE LUIZ CARVALHO RIBEIRO,PP,MA,2021,52,15,746,4,124,8,0,25,16,121
523,ANDRE LUIZ CARVALHO RIBEIRO,PP,MA,2022,135,1,336,10,52,23,0,2,1,8
524,ANTONIO DA CRUZ FILGUEIRA NETO,PATRIOTA,MA,2019,367,7,302,19,105,7,1,152,23,109
525,ANTONIO DA CRUZ FILGUEIRA NETO,PATRIOTA,MA,2020,30,0,381,1,93,7,2,89,24,120
526,ANTONIO DA CRUZ FILGUEIRA NETO,PATRIOTA,MA,2021,25,0,713,1,122,8,2,90,23,118
527,ANTONIO DA CRUZ FILGUEIRA NETO,PATRIOTA,MA,2022,17,0,308,1,62,11,2,16,12,12
528,CARLOS VICTOR GUTERRES MENDES,MDB,MA,2019,0,0,0,0,0,0,0,0,0,0
529,CARLOS VICTOR GUTERRES MENDES,MDB,MA,2020,0,0,0,0,0,0,0,19,3,12
530,CARLOS VICTOR GUTERRES MENDES,MDB,MA,2021,0,0,0,0,0,0,0,20,3,12
531,CARLOS VICTOR GUTERRES MENDES,MDB,MA,2022,15,1,211,18,44,8,1,20,3,12
532,CLEBER VERDE CORDEIRO MENDES,REPUBLICANOS,MA,2019,393,15,255,12,94,11,0,96,12,44
533,CLEBER VERDE CORDEIRO MENDES,REPUBLICANOS,MA,2020,36,1,362,7,78,4,0,54,0,63
534,CLEBER VERDE CORDEIRO MENDES,REPUBLICANOS,MA,2021,47,15,749,7,126,0,6,54,0,63
535,CLEBER VERDE CORDEIRO MENDES,REPUBLICANOS,MA,2022,18,1,354,12,74,0,1,15,0,16
536,EDILAZIO GOMES DA SILVA JUNIOR,PSD,MA,2019,203,2,306,20,101,11,1,199,14,35
537,EDILAZIO GOMES DA SILVA JUNIOR,PSD,MA,2020,7,0,394,7,98,3,1,159,5,14
538,EDILAZIO GOMES DA SILVA JUNIOR,PSD,MA,2021,41,16,749,2,129,3,0,159,4,13
539,EDILAZIO GOMES DA SILVA JUNIOR,PSD,MA,2022,17,0,335,4,70,5,0,12,1,0
540,GILDENEMIR DE LIMA SOUSA,PL,MA,2019,131,0,306,0,103,4,6,202,8,50
541,GILDENEMIR DE LIMA SOUSA,PL,MA,2020,50,0,365,0,87,6,9,117,5,38
542,GILDENEMIR DE LIMA SOUSA,PL,MA,2021,98,11,713,0,126,0,6,115,3,36
543,GILDENEMIR DE LIMA SOUSA,PL,MA,2022,67,2,282,0,62,4,14,8,3,17
544,GILLIANO FRED NASCIMENTO CUTRIM,REPUBLICANOS,MA,2019,365,21,302,12,104,5,4,194,3,44
545,GILLIANO FRED NASCIMENTO CUTRIM,REPUBLICANOS,MA,2020,22,1,394,3,100,1,1,104,4,76
546,GILLIANO FRED NASCIMENTO CUTRIM,REPUBLICANOS,MA,2021,21,1,736,15,121,0,11,102,4,78
547,GILLIANO FRED NASCIMENTO CUTRIM,REPUBLICANOS,MA,2022,6,0,328,5,60,4,11,17,4,23
548,HILDO AUGUSTO DA ROCHA NETO,MDB,MA,2019,304,36,311,186,103,7,3,303,13,25
